From_Category,To_Category,Ratio_of_human_to_shortest
C0115,C0124,1.0
C0115,C0126,2.0
C0115,C0128,1.4444444444444444
C0115,C0129,1.1428571428571428
C0115,C0132,2.1666666666666665
C0115,C0133,1.4285714285714286
C0115,C0134,2.142857142857143
C0115,C0135,1.5384615384615385
C0115,C0136,1.0
C0115,C0137,2.0
C0115,C0138,2.3076923076923075
C0115,C0139,2.032967032967033
C0115,C0140,2.0833333333333335
C0115,C0142,2.2
C0115,C0143,2.1555555555555554
C0115,C0144,1.25
C0115,C0145,2.25
C0115,C0146,1.6666666666666667
C0116,C0001,1.6974459724950883
C0116,C0003,2.111111111111111
C0116,C0004,1.4615384615384615
C0116,C0005,1.4375
C0116,C0006,1.4705882352941178
C0116,C0007,2.5517241379310347
C0116,C0008,1.5419847328244274
C0116,C0009,1.7916666666666667
C0116,C0010,1.5714285714285714
C0116,C0011,2.0
C0116,C0012,2.0
C0116,C0013,1.2857142857142858
C0116,C0014,1.710144927536232
C0116,C0015,1.375
C0116,C0016,1.829059829059829
C0116,C0019,2.111111111111111
C0116,C0023,1.0
C0116,C0028,1.6666666666666667
C0116,C0031,1.6666666666666667
C0116,C0033,1.6666666666666667
C0116,C0034,1.4285714285714286
C0116,C0040,1.75
C0116,C0042,3.2
C0116,C0045,1.75
C0116,C0047,2.0
C0116,C0049,1.72
C0116,C0050,2.25
C0116,C0051,1.4615384615384615
C0116,C0053,1.5151515151515151
C0116,C0054,1.6666666666666667
C0116,C0055,1.4166666666666667
C0116,C0056,1.5294117647058822
C0116,C0057,1.25
C0116,C0058,1.6666666666666667
C0116,C0059,1.5
C0116,C0062,1.0
C0116,C0065,1.3333333333333333
C0116,C0067,1.7333333333333334
C0116,C0068,1.6666666666666667
C0116,C0072,2.6666666666666665
C0116,C0075,1.25
C0116,C0076,2.0
C0116,C0086,2.0
C0116,C0088,1.2857142857142858
C0116,C0097,2.0
C0116,C0098,1.8
C0116,C0099,2.3333333333333335
C0116,C0102,1.5
C0116,C0103,1.3636363636363635
C0116,C0105,1.1666666666666667
C0116,C0107,1.2
C0116,C0109,1.8333333333333333
C0116,C0110,2.0
C0116,C0111,1.0
C0116,C0113,1.3333333333333333
C0116,C0114,1.6666666666666667
C0116,C0115,1.3529411764705883
C0116,C0117,2.272727272727273
C0116,C0118,1.4722222222222223
C0116,C0119,1.6486486486486487
C0116,C0120,1.4
C0116,C0121,1.4285714285714286
C0116,C0122,1.3636363636363635
C0116,C0123,1.5
C0116,C0124,1.6666666666666667
C0116,C0125,2.0
C0116,C0126,1.5555555555555556
C0116,C0132,1.4615384615384615
C0116,C0133,2.5
C0116,C0134,2.0
C0116,C0137,3.1333333333333333
C0116,C0139,1.5666666666666667
C0116,C0140,1.0
C0116,C0142,1.6363636363636365
C0116,C0143,1.6666666666666667
C0116,C0144,1.6363636363636365
C0117,C0001,1.6837094841822362
C0117,C0002,2.0307692307692307
C0117,C0003,1.8898128898128899
C0117,C0004,1.7045028142589118
C0117,C0005,1.5663551401869158
C0117,C0006,1.8047462406015038
C0117,C0007,1.8086190917516218
C0117,C0008,1.591113416320885
C0117,C0009,1.6611909650924024
C0117,C0010,1.9571589627959414
C0117,C0011,1.6163793103448276
C0117,C0012,1.5375
C0117,C0013,1.6253968253968254
C0117,C0014,1.630952380952381
C0117,C0015,1.6261467889908257
C0117,C0016,1.6740900015358624
C0117,C0017,2.0307692307692307
C0117,C0019,1.8666666666666667
C0117,C0020,2.0208333333333335
C0117,C0021,1.5263157894736843
C0117,C0022,1.7848101265822784
C0117,C0023,1.8285714285714285
C0117,C0024,1.55
C0117,C0025,2.1142857142857143
C0117,C0026,2.2222222222222223
C0117,C0027,1.9428571428571428
C0117,C0028,1.7435897435897436
C0117,C0029,1.3773584905660377
C0117,C0030,1.7279411764705883
C0117,C0031,1.6297169811320755
C0117,C0032,1.75
C0117,C0033,1.7213740458015268
C0117,C0034,1.820335373968592
C0117,C0035,1.5317460317460319
C0117,C0036,1.8709677419354838
C0117,C0037,1.5257731958762886
C0117,C0038,2.0689655172413794
C0117,C0039,1.832167832167832
C0117,C0040,2.252173913043478
C0117,C0041,1.7542372881355932
C0117,C0042,1.718487394957983
C0117,C0043,2.4625
C0117,C0044,1.9577464788732395
C0117,C0045,1.5579710144927537
C0117,C0046,1.7256637168141593
C0117,C0047,1.46
C0117,C0048,2.1700680272108843
C0117,C0049,1.4768518518518519
C0117,C0050,1.3846153846153846
C0117,C0051,1.661137440758294
C0117,C0052,1.8742857142857143
C0117,C0053,1.552863436123348
C0117,C0054,1.6580976863753214
C0117,C0055,1.5982142857142858
C0117,C0056,1.6027667984189724
C0117,C0057,1.4491525423728813
C0117,C0058,1.5190839694656488
C0117,C0059,1.6454248366013071
C0117,C0060,1.7924528301886793
C0117,C0061,1.671641791044776
C0117,C0062,1.4694835680751173
C0117,C0063,1.6875
C0117,C0064,1.598360655737705
C0117,C0065,1.6025641025641026
C0117,C0066,1.8245614035087718
C0117,C0067,1.8273684210526315
C0117,C0068,1.8755020080321285
C0117,C0069,1.3333333333333333
C0117,C0070,1.7203389830508475
C0117,C0071,1.2763157894736843
C0117,C0072,1.4431818181818181
C0117,C0073,1.453551912568306
C0117,C0074,1.4240837696335078
C0117,C0075,2.0365853658536586
C0117,C0076,2.1973684210526314
C0117,C0077,1.5
C0117,C0078,1.8522427440633245
C0117,C0079,1.6355932203389831
C0117,C0080,2.210526315789474
C0117,C0081,1.5098039215686274
C0117,C0082,2.0307692307692307
C0117,C0083,2.0
C0117,C0084,1.4444444444444444
C0117,C0085,1.547008547008547
C0117,C0086,1.453781512605042
C0117,C0087,1.6652542372881356
C0117,C0088,1.6944444444444444
C0117,C0089,1.584
C0117,C0090,1.5694444444444444
C0117,C0091,1.380952380952381
C0117,C0092,1.7682926829268293
C0117,C0093,1.6583333333333334
C0117,C0094,1.7671232876712328
C0117,C0095,1.7721518987341771
C0117,C0096,1.7522935779816513
C0117,C0097,1.5588235294117647
C0117,C0098,1.5148148148148148
C0117,C0099,1.9230769230769231
C0117,C0100,1.7608695652173914
C0117,C0101,1.55
C0117,C0102,1.9764705882352942
C0117,C0103,1.6254681647940075
C0117,C0104,1.6
C0117,C0105,1.5961968680089484
C0117,C0106,1.6451612903225807
C0117,C0107,1.5517241379310345
C0117,C0108,1.546875
C0117,C0109,1.5778301886792452
C0117,C0110,1.7052023121387283
C0117,C0111,1.5819209039548023
C0117,C0112,1.5842696629213484
C0117,C0113,1.9083969465648856
C0117,C0114,1.435483870967742
C0117,C0115,1.5714285714285714
C0117,C0116,1.75
C0117,C0117,1.6198539176626825
C0117,C0118,1.7047193877551021
C0117,C0119,1.7338166752977733
C0117,C0120,1.4984615384615385
C0117,C0121,1.7241379310344827
C0117,C0122,1.5384615384615385
C0117,C0123,1.6103896103896105
C0117,C0124,1.5033557046979866
C0117,C0125,2.0277777777777777
C0117,C0126,1.9166666666666667
C0117,C0127,1.72
C0117,C0128,1.8125
C0117,C0129,1.5229681978798586
C0117,C0130,1.7011494252873562
C0117,C0131,1.5384615384615385
C0117,C0132,1.5527638190954773
C0117,C0133,1.7459893048128343
C0117,C0134,1.5006784260515604
C0117,C0135,1.6476426799007444
C0117,C0136,1.325
C0117,C0137,1.8423645320197044
C0117,C0138,1.6153846153846154
C0117,C0139,1.6776699029126214
C0117,C0140,1.8974358974358974
C0117,C0141,1.6824324324324325
C0117,C0142,1.784431137724551
C0117,C0143,1.7791563275434243
C0117,C0144,1.7332402234636872
C0117,C0145,1.710097719869707
C0117,C0146,1.6775147928994083
C0118,C0001,1.7471264367816093
C0118,C0002,1.875
C0118,C0003,1.980952380952381
C0118,C0004,1.7434944237918215
C0118,C0005,1.6733466933867736
C0118,C0006,1.656140350877193
C0118,C0007,1.9382978723404256
C0118,C0008,1.6898663697104677
C0118,C0009,1.7921146953405018
C0118,C0010,1.75
C0118,C0011,1.7096774193548387
C0118,C0012,1.7682926829268293
C0118,C0013,1.719626168224299
C0118,C0014,1.7258064516129032
C0118,C0015,1.8368421052631578
C0118,C0016,1.7644927536231885
C0118,C0017,1.875
C0118,C0019,3.6363636363636362
C0118,C0020,1.4285714285714286
C0118,C0021,1.2962962962962963
C0118,C0022,1.8
C0118,C0023,1.8461538461538463
C0118,C0024,1.6956521739130435
C0118,C0025,2.4
C0118,C0026,1.6666666666666667
C0118,C0027,1.75
C0118,C0028,1.7073170731707317
C0118,C0029,1.6470588235294117
C0118,C0030,2.0
C0118,C0031,1.6666666666666667
C0118,C0032,1.4838709677419355
C0118,C0033,1.6153846153846154
C0118,C0034,1.7583892617449663
C0118,C0035,1.5
C0118,C0036,1.0
C0118,C0037,1.9090909090909092
C0118,C0038,1.8860759493670887
C0118,C0039,1.6
C0118,C0040,2.688888888888889
C0118,C0041,1.9285714285714286
C0118,C0042,1.9256756756756757
C0118,C0043,2.52
C0118,C0044,1.0
C0118,C0045,1.7179487179487178
C0118,C0046,1.6
C0118,C0047,1.5
C0118,C0048,1.85
C0118,C0049,1.6878612716763006
C0118,C0050,1.411764705882353
C0118,C0051,1.8389830508474576
C0118,C0052,1.7474747474747474
C0118,C0053,1.7483660130718954
C0118,C0054,1.532846715328467
C0118,C0055,1.7235772357723578
C0118,C0056,1.7152777777777777
C0118,C0057,1.6458333333333333
C0118,C0058,1.5769230769230769
C0118,C0059,1.7234042553191489
C0118,C0060,1.3333333333333333
C0118,C0061,1.903225806451613
C0118,C0062,1.6573033707865168
C0118,C0063,1.3454545454545455
C0118,C0064,2.0
C0118,C0065,1.8155339805825244
C0118,C0066,2.0833333333333335
C0118,C0067,2.102189781021898
C0118,C0068,1.7121212121212122
C0118,C0069,2.1666666666666665
C0118,C0070,1.6869565217391305
C0118,C0071,1.2692307692307692
C0118,C0072,1.608695652173913
C0118,C0073,1.5384615384615385
C0118,C0074,1.5588235294117647
C0118,C0075,1.9333333333333333
C0118,C0076,1.7
C0118,C0077,1.8
C0118,C0078,1.683453237410072
C0118,C0079,2.0625
C0118,C0080,1.75
C0118,C0081,1.709090909090909
C0118,C0082,2.066666666666667
C0118,C0083,1.4285714285714286
C0118,C0084,1.6578947368421053
C0118,C0085,2.3076923076923075
C0118,C0086,1.3043478260869565
C0118,C0087,2.0
C0118,C0088,1.3636363636363635
C0118,C0089,1.5789473684210527
C0118,C0090,1.6666666666666667
C0118,C0091,1.6511627906976745
C0118,C0092,1.9696969696969697
C0118,C0093,2.1777777777777776
C0118,C0094,1.5555555555555556
C0118,C0095,1.625
C0118,C0096,1.5833333333333333
C0118,C0097,1.5714285714285714
C0118,C0098,1.5740740740740742
C0118,C0099,1.0
C0118,C0101,1.7333333333333334
C0118,C0102,2.3870967741935485
C0118,C0103,2.119047619047619
C0118,C0104,1.6818181818181819
C0118,C0105,1.6080402010050252
C0118,C0106,1.1818181818181819
C0118,C0107,1.8095238095238095
C0118,C0108,1.2432432432432432
C0118,C0109,1.523076923076923
C0118,C0110,1.489795918367347
C0118,C0111,1.4166666666666667
C0118,C0112,2.5925925925925926
C0118,C0113,1.9285714285714286
C0118,C0114,1.826086956521739
C0118,C0115,1.6222222222222222
C0118,C0116,1.4666666666666666
C0118,C0117,1.8630887185104053
C0118,C0118,1.5446428571428572
C0118,C0119,1.7248157248157248
C0118,C0120,1.576470588235294
C0118,C0121,1.8904109589041096
C0118,C0122,1.575
C0118,C0123,1.6603773584905661
C0118,C0124,1.6436781609195403
C0118,C0125,1.6666666666666667
C0118,C0126,2.6470588235294117
C0118,C0127,1.3333333333333333
C0118,C0128,1.6785714285714286
C0118,C0129,1.8888888888888888
C0118,C0130,1.6875
C0118,C0131,2.6666666666666665
C0118,C0132,1.82
C0118,C0133,1.943089430894309
C0118,C0134,1.9649122807017543
C0118,C0135,1.7207792207792207
C0118,C0136,1.1666666666666667
C0118,C0137,1.7692307692307692
C0118,C0138,1.711111111111111
C0118,C0139,1.4688995215311005
C0118,C0140,1.6470588235294117
C0118,C0141,1.6458333333333333
C0118,C0142,1.9230769230769231
C0118,C0143,1.8311688311688312
C0118,C0144,1.6666666666666667
C0118,C0145,1.815217391304348
C0118,C0146,1.5333333333333334
C0119,C0001,1.8252464228934817
C0119,C0002,1.603448275862069
C0119,C0003,1.8663793103448276
C0119,C0004,1.787037037037037
C0119,C0005,1.653061224489796
C0119,C0006,1.8144927536231885
C0119,C0007,1.8445945945945945
C0119,C0008,1.7195068251871422
C0119,C0009,1.939247005134056
C0119,C0010,1.7892976588628762
C0119,C0011,1.8429319371727748
C0119,C0012,1.5875
C0119,C0013,1.5141242937853108
C0119,C0014,1.6890927624872578
C0119,C0015,1.8857142857142857
C0119,C0016,1.709126403123475
C0119,C0017,1.603448275862069
C0119,C0019,1.7837837837837838
C0119,C0020,2.103448275862069
C0119,C0021,1.5294117647058822
C0119,C0022,2.103448275862069
C0119,C0023,2.3043478260869565
C0119,C0024,1.8333333333333333
C0119,C0026,1.6842105263157894
C0119,C0027,2.0434782608695654
C0119,C0028,1.4827586206896552
C0119,C0029,1.74
C0119,C0030,2.235294117647059
C0119,C0031,1.7070063694267517
C0119,C0032,1.9444444444444444
C0119,C0033,1.5492957746478873
C0119,C0034,1.8461538461538463
C0119,C0035,2.1794871794871793
C0119,C0036,1.6333333333333333
C0119,C0037,4.333333333333333
C0119,C0038,1.7076923076923076
C0119,C0039,1.1666666666666667
C0119,C0040,1.5978260869565217
C0119,C0041,1.6578947368421053
C0119,C0042,1.8566037735849057
C0119,C0043,2.4285714285714284
C0119,C0044,1.5625
C0119,C0045,1.7622950819672132
C0119,C0046,1.8205128205128205
C0119,C0047,1.9090909090909092
C0119,C0048,1.75
C0119,C0049,1.8392282958199357
C0119,C0050,1.8695652173913044
C0119,C0051,1.6768292682926829
C0119,C0052,1.7945205479452055
C0119,C0053,1.528023598820059
C0119,C0054,1.5679012345679013
C0119,C0055,1.6485355648535565
C0119,C0056,1.76
C0119,C0057,1.8571428571428572
C0119,C0058,1.696969696969697
C0119,C0059,2.032608695652174
C0119,C0060,2.1333333333333333
C0119,C0061,1.9722222222222223
C0119,C0062,1.7433628318584071
C0119,C0063,1.864864864864865
C0119,C0064,1.7142857142857142
C0119,C0065,1.7342342342342343
C0119,C0066,1.0
C0119,C0067,1.9531772575250836
C0119,C0068,1.961209529627367
C0119,C0069,1.8333333333333333
C0119,C0070,1.6206896551724137
C0119,C0071,1.0
C0119,C0072,1.8837209302325582
C0119,C0073,1.54
C0119,C0074,1.546875
C0119,C0075,1.7714285714285714
C0119,C0076,1.975
C0119,C0077,1.0
C0119,C0078,1.6748466257668713
C0119,C0079,2.016949152542373
C0119,C0080,2.0
C0119,C0081,1.7901234567901234
C0119,C0082,1.6470588235294117
C0119,C0083,1.9714285714285715
C0119,C0084,2.5384615384615383
C0119,C0085,1.4166666666666667
C0119,C0086,1.7692307692307692
C0119,C0087,1.5342465753424657
C0119,C0088,1.375
C0119,C0089,1.6842105263157894
C0119,C0090,1.4444444444444444
C0119,C0091,3.727272727272727
C0119,C0092,1.2
C0119,C0093,1.5833333333333333
C0119,C0094,1.1666666666666667
C0119,C0095,1.9615384615384615
C0119,C0096,1.1666666666666667
C0119,C0097,1.3333333333333333
C0119,C0098,1.6991150442477876
C0119,C0099,1.75
C0119,C0100,1.7272727272727273
C0119,C0101,1.8666666666666667
C0119,C0102,1.8360655737704918
C0119,C0103,1.8333333333333333
C0119,C0104,1.8305084745762712
C0119,C0105,1.507462686567164
C0119,C0106,1.8823529411764706
C0119,C0107,1.6458333333333333
C0119,C0108,1.4782608695652173
C0119,C0109,1.5145631067961165
C0119,C0110,1.8846153846153846
C0119,C0111,2.143939393939394
C0119,C0112,1.4444444444444444
C0119,C0113,1.763157894736842
C0119,C0114,1.75
C0119,C0115,1.5263157894736843
C0119,C0116,1.7916666666666667
C0119,C0117,1.7647562018819505
C0119,C0118,1.7259615384615385
C0119,C0119,1.5538793103448276
C0119,C0120,1.9085365853658536
C0119,C0121,1.6842105263157894
C0119,C0122,1.4975369458128078
C0119,C0123,1.624203821656051
C0119,C0124,1.509433962264151
C0119,C0125,1.7272727272727273
C0119,C0126,1.961235423889064
C0119,C0127,1.6666666666666667
C0119,C0128,1.8571428571428572
C0119,C0129,1.6587677725118484
C0119,C0130,1.650943396226415
C0119,C0131,1.375
C0119,C0132,1.5873015873015872
C0119,C0133,2.0
C0119,C0134,1.7459016393442623
C0119,C0135,1.7747747747747749
C0119,C0136,2.2903225806451615
C0119,C0137,1.731958762886598
C0119,C0138,1.5
C0119,C0139,1.7818930041152263
C0119,C0140,1.6470588235294117
C0119,C0141,2.0
C0119,C0142,1.8888888888888888
C0119,C0143,1.4511278195488722
C0119,C0144,1.5397727272727273
C0119,C0145,1.6376811594202898
C0119,C0146,1.6493506493506493
C0120,C0001,1.810415447630193
C0120,C0002,1.7
C0120,C0003,2.3333333333333335
C0120,C0004,1.6666666666666667
C0120,C0005,2.021978021978022
C0120,C0006,2.183098591549296
C0120,C0007,1.7868852459016393
C0120,C0008,1.6710526315789473
C0120,C0009,1.6900584795321638
C0120,C0010,2.4242424242424243
C0120,C0011,1.5384615384615385
C0120,C0012,1.7333333333333334
C0120,C0013,2.1904761904761907
C0120,C0014,1.6683417085427135
C0120,C0015,2.0428571428571427
C0120,C0016,1.8459119496855345
C0120,C0017,1.7
C0120,C0019,2.1176470588235294
C0120,C0021,1.7142857142857142
C0120,C0022,3.2222222222222223
C0120,C0023,1.0
C0120,C0026,1.5
C0120,C0027,2.0
C0120,C0028,1.25
C0120,C0029,2.25
C0120,C0030,1.5714285714285714
C0120,C0031,1.875
C0120,C0032,1.6363636363636365
C0120,C0033,1.8
C0120,C0034,2.710526315789474
C0120,C0035,1.4444444444444444
C0120,C0036,1.0
C0120,C0037,1.4
C0120,C0038,1.0
C0120,C0039,2.076923076923077
C0120,C0040,2.230769230769231
C0120,C0041,1.66
C0120,C0042,1.7428571428571429
C0120,C0044,2.6666666666666665
C0120,C0045,2.142857142857143
C0120,C0046,1.5454545454545454
C0120,C0049,1.5
C0120,C0051,1.75
C0120,C0052,1.6428571428571428
C0120,C0053,1.8035714285714286
C0120,C0054,1.4318181818181819
C0120,C0055,1.6229508196721312
C0120,C0056,1.6153846153846154
C0120,C0057,2.0
C0120,C0058,2.2
C0120,C0059,1.3333333333333333
C0120,C0060,1.2
C0120,C0061,1.5
C0120,C0062,1.9130434782608696
C0120,C0063,1.0
C0120,C0064,1.5
C0120,C0065,1.8387096774193548
C0120,C0067,1.8461538461538463
C0120,C0068,1.3571428571428572
C0120,C0069,1.6666666666666667
C0120,C0070,1.3421052631578947
C0120,C0071,2.25
C0120,C0072,1.5
C0120,C0073,2.0
C0120,C0074,1.0
C0120,C0076,2.5652173913043477
C0120,C0079,2.1
C0120,C0081,1.5555555555555556
C0120,C0082,1.5
C0120,C0084,1.0
C0120,C0085,1.5833333333333333
C0120,C0086,1.8
C0120,C0087,1.7142857142857142
C0120,C0088,1.0
C0120,C0089,2.230769230769231
C0120,C0090,2.526315789473684
C0120,C0091,2.3333333333333335
C0120,C0092,1.8125
C0120,C0093,1.2727272727272727
C0120,C0094,1.3333333333333333
C0120,C0095,2.5
C0120,C0096,1.5
C0120,C0097,1.0
C0120,C0098,1.75
C0120,C0100,1.3333333333333333
C0120,C0101,1.6666666666666667
C0120,C0102,2.0
C0120,C0103,1.6666666666666667
C0120,C0104,1.6666666666666667
C0120,C0105,1.2941176470588236
C0120,C0107,1.4375
C0120,C0108,1.1666666666666667
C0120,C0109,1.28
C0120,C0110,5.333333333333333
C0120,C0111,1.5
C0120,C0112,2.7777777777777777
C0120,C0114,3.0
C0120,C0115,2.4583333333333335
C0120,C0116,1.5217391304347827
C0120,C0117,1.8421052631578947
C0120,C0118,1.9726027397260273
C0120,C0119,1.7526881720430108
C0120,C0120,2.1666666666666665
C0120,C0121,1.8695652173913044
C0120,C0122,1.7826086956521738
C0120,C0123,2.0416666666666665
C0120,C0124,2.2857142857142856
C0120,C0125,2.1333333333333333
C0120,C0126,1.84375
C0120,C0128,1.0
C0120,C0129,1.6
C0120,C0130,1.1428571428571428
C0120,C0131,2.142857142857143
C0120,C0132,1.2142857142857142
C0120,C0133,2.739130434782609
C0120,C0134,1.7307692307692308
C0120,C0135,1.9333333333333333
C0120,C0137,1.7333333333333334
C0120,C0138,2.642857142857143
C0120,C0139,1.5135135135135136
C0120,C0140,1.75
C0120,C0141,1.75
C0120,C0142,2.0
C0120,C0143,2.130434782608696
C0120,C0144,1.6222222222222222
C0120,C0145,1.5263157894736843
C0121,C0001,1.7760891590678825
C0121,C0003,1.951219512195122
C0121,C0004,1.7123287671232876
C0121,C0005,1.5730337078651686
C0121,C0006,1.6206896551724137
C0121,C0007,2.0416666666666665
C0121,C0008,1.6166666666666667
C0121,C0009,1.8264462809917354
C0121,C0010,1.3478260869565217
C0121,C0011,1.619047619047619
C0121,C0012,1.5
C0121,C0013,1.6470588235294117
C0121,C0014,1.7700534759358288
C0121,C0015,1.8461538461538463
C0121,C0016,1.851985559566787
C0121,C0019,2.3636363636363638
C0121,C0020,2.111111111111111
C0121,C0021,1.0
C0121,C0022,1.4
C0121,C0025,1.5
C0121,C0027,2.0
C0121,C0028,1.75
C0121,C0029,1.0
C0121,C0030,1.9166666666666667
C0121,C0031,1.6875
C0121,C0032,1.5
C0121,C0033,1.3888888888888888
C0121,C0034,2.2941176470588234
C0121,C0035,1.1
C0121,C0036,1.3333333333333333
C0121,C0037,3.0
C0121,C0038,1.8
C0121,C0039,1.0
C0121,C0040,1.3333333333333333
C0121,C0042,1.9906542056074767
C0121,C0043,5.714285714285714
C0121,C0045,1.2142857142857142
C0121,C0046,1.7777777777777777
C0121,C0047,1.1666666666666667
C0121,C0048,2.7857142857142856
C0121,C0049,1.6615384615384616
C0121,C0051,1.4444444444444444
C0121,C0052,1.5454545454545454
C0121,C0053,1.6153846153846154
C0121,C0054,1.3571428571428572
C0121,C0055,1.5714285714285714
C0121,C0056,1.6341463414634145
C0121,C0057,2.0
C0121,C0058,1.8181818181818181
C0121,C0059,1.793103448275862
C0121,C0061,1.5
C0121,C0062,1.4901960784313726
C0121,C0063,1.7777777777777777
C0121,C0065,1.7333333333333334
C0121,C0067,2.025
C0121,C0068,2.0
C0121,C0070,1.7083333333333333
C0121,C0071,1.1666666666666667
C0121,C0072,1.4545454545454546
C0121,C0074,1.2222222222222223
C0121,C0075,1.0
C0121,C0078,1.4
C0121,C0080,2.3333333333333335
C0121,C0081,1.0909090909090908
C0121,C0082,1.5
C0121,C0083,2.0
C0121,C0084,1.375
C0121,C0085,1.7272727272727273
C0121,C0086,1.7
C0121,C0087,1.6666666666666667
C0121,C0089,1.5
C0121,C0090,2.0
C0121,C0092,1.6
C0121,C0096,1.5
C0121,C0098,1.6
C0121,C0101,3.3333333333333335
C0121,C0102,2.261904761904762
C0121,C0103,1.7894736842105263
C0121,C0104,2.111111111111111
C0121,C0105,1.5
C0121,C0107,1.7272727272727273
C0121,C0108,1.375
C0121,C0109,1.3448275862068966
C0121,C0110,2.0
C0121,C0111,1.5
C0121,C0112,2.0
C0121,C0113,2.2
C0121,C0115,1.6666666666666667
C0121,C0116,1.0
C0121,C0117,1.7655502392344498
C0121,C0118,1.883817427385892
C0121,C0119,1.9519230769230769
C0121,C0120,1.5357142857142858
C0121,C0121,1.5714285714285714
C0121,C0122,1.75
C0121,C0123,1.5526315789473684
C0121,C0124,1.5
C0121,C0125,2.5555555555555554
C0121,C0126,1.967741935483871
C0121,C0127,2.0
C0121,C0128,1.6666666666666667
C0121,C0129,1.3076923076923077
C0121,C0130,1.25
C0121,C0131,1.3333333333333333
C0121,C0132,1.9636363636363636
C0121,C0133,3.1666666666666665
C0121,C0134,1.64
C0121,C0135,1.5897435897435896
C0121,C0137,1.9142857142857144
C0121,C0138,2.2
C0121,C0139,1.8659217877094971
C0121,C0140,1.8095238095238095
C0121,C0142,1.3333333333333333
C0121,C0143,2.2222222222222223
C0121,C0144,1.9344262295081966
C0121,C0145,2.1
C0121,C0146,2.0
C0122,C0001,1.7946287519747235
C0122,C0002,1.2
C0122,C0003,1.75
C0122,C0004,1.8958333333333333
C0122,C0005,1.6935483870967742
C0122,C0006,1.7391304347826086
C0122,C0007,1.8638743455497382
C0122,C0008,1.666030534351145
C0122,C0009,1.6407766990291262
C0122,C0010,1.607843137254902
C0122,C0011,1.358974358974359
C0122,C0012,1.72
C0122,C0013,2.1956521739130435
C0122,C0014,1.6272189349112427
C0122,C0015,1.9722222222222223
C0122,C0016,2.0492505353319057
C0122,C0017,1.2
C0122,C0019,2.111111111111111
C0122,C0020,1.6666666666666667
C0122,C0021,1.5
C0122,C0022,1.0
C0122,C0023,2.5
C0122,C0024,1.0
C0122,C0026,2.0
C0122,C0028,2.1818181818181817
C0122,C0030,1.9090909090909092
C0122,C0031,1.7894736842105263
C0122,C0032,1.0
C0122,C0033,1.6153846153846154
C0122,C0034,1.7272727272727273
C0122,C0035,1.9230769230769231
C0122,C0036,2.0
C0122,C0037,3.5
C0122,C0038,1.28125
C0122,C0039,2.0
C0122,C0040,2.0
C0122,C0041,1.9565217391304348
C0122,C0042,2.0408163265306123
C0122,C0044,2.25
C0122,C0045,1.6
C0122,C0046,1.3076923076923077
C0122,C0047,1.2
C0122,C0048,2.1
C0122,C0049,1.7407407407407407
C0122,C0050,1.8571428571428572
C0122,C0051,2.0
C0122,C0052,1.7894736842105263
C0122,C0053,1.435897435897436
C0122,C0054,1.9565217391304348
C0122,C0055,1.488888888888889
C0122,C0056,1.5833333333333333
C0122,C0057,1.4
C0122,C0058,1.4615384615384615
C0122,C0059,1.9090909090909092
C0122,C0060,1.6666666666666667
C0122,C0061,2.5
C0122,C0062,1.378787878787879
C0122,C0063,1.5
C0122,C0064,1.1666666666666667
C0122,C0065,1.9230769230769231
C0122,C0067,1.9333333333333333
C0122,C0068,1.3076923076923077
C0122,C0070,1.3529411764705883
C0122,C0071,1.0
C0122,C0072,1.0
C0122,C0073,1.3333333333333333
C0122,C0074,1.1666666666666667
C0122,C0075,1.7777777777777777
C0122,C0077,1.0
C0122,C0078,1.4285714285714286
C0122,C0079,1.6923076923076923
C0122,C0081,1.4545454545454546
C0122,C0082,1.4
C0122,C0084,1.4
C0122,C0085,1.0
C0122,C0086,1.5
C0122,C0087,1.8666666666666667
C0122,C0088,1.5
C0122,C0089,2.8333333333333335
C0122,C0090,1.7272727272727273
C0122,C0094,1.0
C0122,C0097,1.6666666666666667
C0122,C0098,1.1818181818181819
C0122,C0099,1.2
C0122,C0100,1.8333333333333333
C0122,C0101,1.6666666666666667
C0122,C0102,2.28
C0122,C0103,1.7142857142857142
C0122,C0105,1.4893617021276595
C0122,C0108,1.5
C0122,C0109,1.5675675675675675
C0122,C0110,1.5714285714285714
C0122,C0112,1.1666666666666667
C0122,C0113,2.9285714285714284
C0122,C0114,1.5
C0122,C0115,1.5
C0122,C0116,1.3333333333333333
C0122,C0117,2.279245283018868
C0122,C0118,1.8681318681318682
C0122,C0119,1.6486486486486487
C0122,C0120,2.0
C0122,C0121,2.1142857142857143
C0122,C0122,1.4883720930232558
C0122,C0123,1.375
C0122,C0124,1.0
C0122,C0125,1.4
C0122,C0126,2.6666666666666665
C0122,C0128,1.2
C0122,C0129,2.0833333333333335
C0122,C0130,2.1
C0122,C0131,1.5
C0122,C0132,2.217391304347826
C0122,C0133,2.276595744680851
C0122,C0134,3.5833333333333335
C0122,C0135,2.2222222222222223
C0122,C0136,2.111111111111111
C0122,C0137,1.9583333333333333
C0122,C0138,2.074074074074074
C0122,C0139,1.8269230769230769
C0122,C0140,1.5833333333333333
C0122,C0142,1.3333333333333333
C0122,C0143,1.3928571428571428
C0122,C0144,1.7454545454545454
C0122,C0146,1.76
C0123,C0001,1.7376950780312126
